Name,RAdeg,DEdeg,z,SiIV-BI,SiIV-BIO,SiIV-EW,SiIV-vmin,SiIV-vmax,SiIV-fdeep,CIV-BI,CIV-BIO,CIV-EW,CIV-vmin,CIV-vmax,CIV-fdeep,AlIII-BI,AlIII-BIO,AlIII-EW,AlIII-vmin,AlIII-vmax,AlIII-fdeep,MgII-BI,MgII-BIO,MgII-EW,MgII-vmin,MgII-vmax,MgII-fdeep,SiIV-EmL,CIV-EmL,AlIII-EmL,MgII-EmL,SiIV-BMBB,CIV-BMBB,AlIII-BMBB,MgII-BMBB,CIV4-BWA,SN1700,logF1400,logF2500,ra,dec,mjd,plate,fiberid,Separation
155135.78+464609.5,237.899108,46.769318,1.87,0.0,0.0,0.0,,,,1088.1,1088.1,-18.6,-3334,-9681,0.59,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,8.9,-27.27,-27.0,237.89911,46.769319,52731,1168,115,0.00610574943360437
155137.22+321307.5,237.90511,32.218754,3.18,0.0,0.0,0.0,,,,4.7,468.4,-9.7,-2001,-5038,0.7,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,,0,,,0,3.5,-27.53,,237.90511,32.218754,52825,1404,291,0.0
155141.35+483033.0,237.922292,48.509184,1.74,,0.0,0.0,,,,1230.2,1230.2,-9.3,-14594,-18929,0.4,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,13.0,-27.16,-26.79,237.92232,48.509173,52352,812,236,0.07763845194227421
155145.90+085735.7,237.941252,8.959934,2.71,665.5,665.5,-12.6,-7668,-10357,0.85,4626.9,4626.9,-54.5,-3017,-21412,0.77,4717.2,5775.8,-44.3,-1648,-13994,0.61,,,,,,,1,1,1,0,0,0,0,,0,3.8,-27.99,,237.94125,8.9599341,53137,1726,152,0.007121247133261953
155148.33+324219.4,237.951377,32.705393,1.84,0.0,0.0,0.0,,,,0.0,1511.3,-13.7,-834,-4975,0.63,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,3.5,-27.61,-27.42,237.95138,32.705393,53145,1580,611,0.009087767178769099
155151.66+322610.8,237.965258,32.436345,2.23,0.0,0.0,0.0,,,,60.0,60.0,-3.7,-14028,-16369,0.06,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,5.6,-27.3,-27.03,237.96526,32.436344,52825,1404,267,0.007063032974000429
155220.41+294930.9,238.085046,29.825261,1.74,,0.0,0.0,,,,0.0,422.3,-9.0,-1200,-4306,0.73,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,3.9,-27.66,-27.49,238.08505,29.825261,53473,1579,296,0.012492666184310162
155237.15+382613.4,238.15483,38.437072,1.68,,,,,,,1682.9,1882.5,-21.9,-2793,-10658,0.55,15.5,15.5,-2.6,-3908,-6117,0.0,0.0,0.0,0.0,,,,0,0,0,0,,0,0,,0,17.1,,-26.69,238.15483,38.437072,53172,1681,531,0.0
155238.22+361213.5,238.159281,36.203775,2.19,0.0,0.0,0.0,,,,2870.5,3458.2,-30.7,-2115,-25043,0.29,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,10.5,-26.9,-26.78,238.15928,36.203775,52875,1416,31,0.002904916969081245
155247.92+372436.1,238.199696,37.410036,1.78,0.0,0.0,0.0,,,,360.1,360.1,-14.0,-7530,-19584,0.22,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,7.3,-27.43,-27.06,238.1997,37.410036,53172,1681,183,0.011438038408064562
155254.07+524431.5,238.225324,52.742094,2.06,6032.8,12759.0,-91.4,-610,-7097,0.99,5018.3,10104.2,-65.2,-376,-8726,0.93,0.0,0.0,0.0,,,,0.0,502.3,-17.4,-485,-3177,0.79,1,1,0,1,0,0,,0,0,1.6,-28.28,-27.33,238.22534,52.742095,52049,618,91,0.035056593374348154
155255.51+461614.5,238.231299,46.270719,1.92,1058.4,1058.4,-10.8,-9766,-13626,0.64,4550.4,4550.4,-27.7,-5117,-15321,0.54,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,0,0,,,0,5.9,-27.43,-27.09,238.2313,46.270719,52731,1168,104,0.0024885064016761547
155259.33+551033.9,238.247208,55.176085,2.43,0.0,0.0,0.0,,,,1728.2,1728.2,-17.1,-3205,-7001,0.91,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,1.9,-27.71,-27.35,238.24715,55.176076,52056,619,405,0.12356017746578114
155315.71+280230.6,238.315478,28.041838,1.53,,,,,,,2084.2,2084.2,-17.6,-3832,-8386,0.92,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,7.8,,-26.98,238.31548,28.041838,53142,1390,56,0.006354752743813321
155335.77+324308.1,238.399082,32.71892,2.18,0.0,0.0,0.0,,,,1587.6,2505.3,-20.8,-1930,-8831,0.63,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,17.5,-26.78,-26.64,238.39908,32.71892,53227,1403,75,0.006057592871314161
155338.19+551401.9,238.409146,55.233875,1.65,,,,,,,18.4,18.4,-5.1,-11390,-20407,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,14.8,,-26.86,238.40917,55.233869,52056,619,444,0.0537946686581574
155347.21+033658.2,238.446738,3.61619,2.86,0.0,0.0,0.0,,,,0.0,252.6,-8.4,-1008,-3354,0.68,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,,0,,,0,3.4,-27.56,,238.44675,3.6161795,52023,595,322,0.05733808376104441
155355.38+324513.3,238.480771,32.753715,2.06,309.0,309.0,-5.1,-5855,-9097,0.13,1971.5,1971.5,-19.8,-4931,-16098,0.21,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,0,0,,,0,8.8,-27.32,-27.0,238.48077,32.753715,53227,1403,62,0.003027614100800827
155402.57+482951.1,238.510748,48.49754,1.74,,0.0,0.0,,,,832.5,832.5,-9.0,-13823,-19741,0.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,16.2,-26.83,-26.67,238.51076,48.497522,52352,812,186,0.07084152103582457
155404.74+543034.9,238.519788,54.509702,2.01,0.0,0.0,0.0,,,,0.0,199.1,-9.6,25,-2805,0.66,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,9.7,-27.25,-26.99,238.51983,54.509705,52056,619,178,0.08844332069202522
155422.73+525055.7,238.594708,52.848816,1.65,,,,,,,0.0,123.9,-5.9,-1320,-3874,0.38,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,21.0,,-26.69,238.59472,52.848786,52049,618,536,0.11110650256272615
155429.40+300118.9,238.62251,30.021939,2.69,0.0,0.0,0.0,,,,574.8,574.8,-6.8,-15943,-21787,0.0,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,,0,,,0,20.1,-26.73,,238.62251,30.021939,53473,1579,170,0.0
155440.64+544337.6,238.669361,54.727134,3.04,0.0,0.0,0.0,,,,1720.3,2474.3,-25.7,41,-13135,0.62,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,,0,,,0,6.2,-27.63,,238.66936,54.727122,52056,619,455,0.04324999202014338
155441.58+535751.5,238.673283,53.964319,1.91,1404.9,1404.9,-12.0,-4218,-8703,0.63,4907.1,4907.1,-37.4,-3915,-15774,0.62,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,0,0,,,0,11.5,-27.15,-26.87,238.67324,53.964304,52056,619,304,0.10587362833042847
155453.35+344747.1,238.7223,34.796422,1.73,,0.0,0.0,,,,320.8,575.9,-8.3,-2468,-6195,0.44,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,7.7,-27.44,-27.13,238.7223,34.796423,53141,1417,167,0.0035999999913344186
155459.48+555331.0,238.747844,55.891954,2.54,4649.8,4649.8,-25.5,-3051,-10502,0.74,3344.4,3344.4,-24.0,-3576,-10061,0.74,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,0,0,,,0,3.1,-27.59,-27.32,238.74784,55.891959,52056,619,508,0.019728244012578316
155505.10+442151.3,238.771257,44.364266,1.8,0.0,0.0,0.0,,,,171.6,171.6,-8.3,-4125,-6471,0.71,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,13.2,-26.98,-26.79,238.77126,44.364267,52753,1169,289,0.008519042724851376
155522.64+053002.0,238.844363,5.500564,1.8,0.0,0.0,0.0,,,,4610.6,4610.6,-30.5,-7055,-15464,0.85,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,8.1,-27.26,-26.99,238.84436,5.5005637,53172,1822,148,0.010804382317312872
155526.05+422630.4,238.858564,42.44178,3.84,0.0,0.0,0.0,,,,752.0,752.0,-10.2,-14371,-17882,0.63,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,3.1,-27.49,,238.85856,42.44178,52764,1334,151,0.010626673635744734
155527.91+320857.8,238.866323,32.149404,3.57,1923.1,1923.1,-13.2,-19949,-25028,0.76,3807.9,3807.9,-23.9,-17722,-25002,0.8,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,0,0,,,0,6.7,-27.17,,238.86632,32.149404,52825,1404,184,0.009143964694525109
155529.40+493154.9,238.872529,49.531919,1.83,0.0,0.0,0.0,,,,4205.2,4205.2,-28.9,-4305,-14442,0.69,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,19.5,-26.7,-26.54,238.87251,49.531935,52352,812,573,0.07272221989483744
155536.01+382101.6,238.900045,38.35047,3.64,0.0,0.0,0.0,,,,3.1,3.1,-5.6,-17630,-19761,0.55,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,1,,,0,2.8,-27.52,,238.90005,38.35047,53172,1681,548,0.014116142194829283
155542.93+313335.4,238.928912,31.55985,1.51,,,,,,,0.0,1353.4,-15.2,-289,-4568,0.9,0.0,34.9,-3.7,-1335,-3682,0.0,0.0,141.3,-7.3,-536,-3435,0.0,0,1,1,1,,0,0,0,0,7.0,,-27.0,238.92891,31.55985,53473,1579,446,0.006135076161543584
155544.23+531340.0,238.934324,53.227797,1.52,,,,,,,0.0,4.7,-2.6,-1912,-4052,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,13.6,,-26.92,238.93432,53.227807,52049,618,566,0.03701770286973048
155614.84+420009.2,239.061871,42.002566,1.64,,,,,,,16.1,16.1,-2.8,-15204,-17406,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,6.9,,-27.12,239.06187,42.002566,52764,1334,119,0.0026752134299350833
155620.75+304121.9,239.08648,30.689429,2.01,0.0,0.0,0.0,,,,337.1,337.1,-10.3,-8365,-14843,0.27,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,10.4,-27.12,-27.04,239.08648,30.689429,53473,1579,490,0.0
155633.77+351757.3,239.140733,35.299263,1.5,,,,,,,0.0,2824.8,-24.2,22,-4740,1.0,17421.9,20224.4,-133.2,11,-25057,1.0,13052.7,15144.3,-157.7,-501,-25017,0.89,0,1,1,0,,0,0,0,0,1.1,,-26.77,239.14073,35.299264,53141,1417,519,0.009521189698682164
155638.24+413336.4,239.159366,41.560123,1.72,,0.0,0.0,,,,280.6,280.6,-6.2,-7383,-10073,0.33,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,2.7,-27.71,-27.51,239.15937,41.560122,52764,1334,70,0.0113604320083951
155639.53+312740.0,239.164739,31.461111,4.0,0.0,0.0,0.0,,,,0.0,53.2,-4.9,-1367,-3714,0.35,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,,0,,,0,2.0,-27.47,,239.16474,31.461111,52825,1404,241,0.0030707805270286017
155641.54+261331.9,239.1731,26.225536,2.05,0.0,0.0,0.0,,,,11.8,11.8,-2.4,-19094,-21362,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,9.6,-27.16,-27.03,239.1731,26.225536,53523,1655,399,0.0
155649.74+543551.2,239.207266,54.597578,1.71,,,,,,,0.0,171.5,-7.7,-1507,-4061,0.62,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,5.0,-27.77,-27.0,239.20728,54.597576,52056,619,144,0.030072154859680355
155652.31+092354.0,239.217983,9.398345,1.57,,,,,,,221.0,221.0,-7.4,-6155,-8845,0.51,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,5.8,,-27.23,239.21798,9.3983445,53228,1728,349,0.010806001557773491
155702.88+070030.0,239.262036,7.008345,1.92,0.0,0.0,0.0,,,,0.0,37.1,-5.3,-435,-2644,0.41,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,13.4,-26.92,-26.65,239.26204,7.0083446,53172,1822,515,0.014364767732803567
155733.40+320941.2,239.389191,32.161467,1.57,,,,,,,1181.2,1944.9,-17.9,-2116,-6602,0.82,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,11.1,,-26.74,239.38919,32.161468,52825,1404,141,0.004716754486841692
155733.98+292844.3,239.391584,29.478983,1.96,0.0,0.0,0.0,,,,568.7,568.7,-7.2,-11654,-16269,0.01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,13.9,-26.94,-26.81,239.39158,29.478984,53496,1578,348,0.013042405134240596
155801.96+384258.6,239.508173,38.716286,2.2,0.0,0.0,0.0,,,,274.7,274.7,-9.8,-16721,-25033,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,8.7,-27.17,-27.05,239.50817,38.716287,52761,1055,353,0.00916350121156767
155805.61+265419.0,239.523395,26.905284,2.59,0.0,0.0,0.0,,,,957.4,957.4,-9.0,-9977,-17898,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,14.4,-26.88,-26.68,239.52339,26.905285,53523,1655,452,0.016450349422552177
155806.99+320238.4,239.529166,32.044021,3.67,0.0,0.0,0.0,,,,268.9,268.9,-7.8,-16358,-23093,0.04,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,1,,,0,7.3,-27.11,,239.52917,32.044022,52825,1404,147,0.012725842580277051
155810.64+363245.9,239.544371,36.5461,1.79,0.0,0.0,0.0,,,,395.6,395.6,-6.2,-18805,-24093,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,11.7,-27.07,-26.91,239.54437,36.546101,53173,1682,360,0.00461785605884288
155816.06+412620.1,239.566935,41.438919,1.86,0.0,0.0,0.0,,,,935.3,935.3,-13.0,-7075,-12040,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,8.2,-27.29,-26.99,239.56694,41.438917,52824,1335,353,0.01529462717394793
155816.71+475645.5,239.569657,47.945992,2.67,262.6,2496.8,-27.3,45,-15817,0.8,323.9,3182.2,-26.7,3,-5864,0.89,764.4,1442.9,-30.8,61,-25008,0.53,,,,,,,1,1,1,0,0,0,0,,0,3.2,-27.78,-27.23,239.56966,47.946019,52354,813,338,0.09746883210062697
155818.64+035950.1,239.577674,3.997272,1.66,,,,,,,349.6,349.6,-10.9,-6491,-22396,0.02,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,15.8,,-26.52,239.57767,3.997272,53494,1837,285,0.014364970190774146
155823.22+353252.2,239.596761,35.54784,3.2,0.0,0.0,0.0,,,,13.3,70.0,-8.2,-2298,-21246,0.3,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,6.6,-27.44,,239.59676,35.54784,53141,1417,594,0.002929069409769897
155831.01+264059.3,239.62923,26.68315,1.59,,,,,,,553.2,951.1,-20.5,-1593,-8080,0.81,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,4.2,,-26.97,239.62923,26.68315,53523,1655,537,0.0
155920.65+403232.2,239.83605,40.542284,3.08,0.0,0.0,0.0,,,,1336.6,1467.4,-16.4,-2830,-7316,0.74,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,8.2,-27.42,,239.83605,40.542288,52516,1054,585,0.014399999988237667
155928.09+420130.0,239.86707,42.025021,1.76,0.0,0.0,0.0,,,,166.0,166.0,-5.2,-4252,-6737,0.44,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,8.6,-27.08,-26.95,239.86707,42.02502,52764,1334,37,0.003600000014234412
155929.28+343415.7,239.872022,34.571028,1.67,,,,,,,1156.0,1433.3,-15.0,-2608,-7093,0.71,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,11.2,,-26.88,239.87202,34.571028,53141,1417,18,0.005928648484251637
155937.41+302817.0,239.905914,30.47139,2.28,0.0,0.0,0.0,,,,1611.6,1611.6,-13.1,-8241,-18299,0.01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,9.5,-27.13,-26.72,239.90591,30.47139,53473,1579,597,0.012411107855507496
155942.07+081338.0,239.925322,8.227247,1.95,0.0,0.0,0.0,,,,4842.7,4842.7,-31.1,-8597,-21402,0.58,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,11.8,-27.22,-26.88,239.92532,8.2272473,53228,1728,148,0.0072072773578472854
155942.99+372332.4,239.92915,37.392348,2.08,0.0,0.0,0.0,,,,0.0,13.8,-4.6,-1445,-3585,0.35,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,11.7,-27.07,-26.54,239.92915,37.392347,53172,1681,25,0.0035999999913344186
155957.41+283651.9,239.98922,28.614424,1.91,38.3,38.3,-6.1,-11035,-13241,0.44,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,0,,,,0,2.5,-27.67,-27.46,239.98922,28.614424,52822,1392,402,0.0
160007.08+304914.0,240.029502,30.820558,1.89,0.0,0.0,0.0,,,,1010.5,1010.5,-11.0,-11884,-15879,0.64,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,4.9,-27.55,-27.35,240.0295,30.820558,53473,1579,607,0.006183187918244109
160010.81+444650.5,240.045062,44.780712,2.54,0.0,0.0,0.0,,,,0.0,421.2,-9.7,-693,-3454,0.82,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,8.2,-27.28,-26.72,240.04506,44.780713,52753,1169,168,0.006251272259496563
160018.68+021331.3,240.077841,2.225382,1.19,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,20.4,-7.5,-2663,-4941,0.24,0,0,0,0,,,,0,0,1.8,,-27.43,240.07785,2.2253757,52023,595,41,0.03952922428363396
160029.86+331806.9,240.124432,33.301926,1.59,,,,,,,0.0,171.5,-5.6,-333,-3301,0.16,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,9.4,,-26.53,240.12443,33.301926,53142,1418,242,0.006017680143187299
160030.43+365331.5,240.126806,36.892099,2.16,0.0,0.0,0.0,,,,15.1,15.1,-2.1,-13916,-16189,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,7.9,-27.21,-27.0,240.12681,36.892099,53173,1682,371,0.011516651295446333
160058.09+040049.8,240.242057,4.013837,1.83,0.0,0.0,0.0,,,,0.0,228.9,-8.5,-922,-3821,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,6.7,-27.45,-27.1,240.24206,4.0138373,53494,1837,215,0.01082750707921949
160059.97+334022.5,240.249898,33.672918,3.81,429.5,429.5,-7.5,-3106,-5936,0.59,1262.3,2267.4,-30.8,-1285,-21473,0.38,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,0,0,,,0,3.4,-27.5,,240.2499,33.672918,53142,1418,198,0.005991957141501244
160103.85+341025.0,240.266062,34.173627,2.97,45.6,45.6,-2.1,-8887,-11645,0.0,74.3,74.3,-2.8,-19329,-23106,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,0,0,,,0,21.1,-26.7,,240.26606,34.173627,53142,1418,469,0.0059568423441965146
160119.96+440848.8,240.33319,44.146895,2.0,63.8,63.8,-3.3,-7861,-10551,0.05,2259.7,2259.7,-18.3,-4522,-12729,0.35,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1,0,0,0,0,0,,,0,6.9,-27.23,-27.13,240.33319,44.146895,52753,1169,100,0.0
160120.09+374948.9,240.333738,37.830266,4.42,40.6,40.6,-3.7,-10855,-13060,0.22,2397.8,2397.8,-16.8,-9173,-15099,0.59,,,,,,,,,,,,,0,0,0,0,0,0,,,0,2.1,-27.4,,240.33374,37.830264,52761,1055,308,0.009174939462345722
160127.53+091255.9,240.364717,9.215536,1.76,0.0,0.0,0.0,,,,6724.9,6724.9,-38.3,-7852,-22171,0.64,25.2,25.2,-2.6,-8277,-10621,0.0,0.0,0.0,0.0,,,,0,1,1,0,,0,0,,0,10.2,-27.46,-27.04,240.36472,9.2155356,53228,1728,550,0.01075741868586195
160138.32+294734.4,240.409673,29.792901,1.97,835.4,835.4,-8.2,-5598,-10495,0.06,2473.5,2473.5,-19.0,-4397,-11640,0.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,0,0,,,0,11.8,-26.97,-26.82,240.40967,29.792901,53496,1578,376,0.009372531797766976
160148.26+395336.4,240.451092,39.893472,2.83,0.0,0.0,0.0,,,,190.2,190.2,-8.0,-11703,-25042,0.09,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,7.2,-27.28,,240.45109,39.893474,52516,1054,25,0.009075012314010249
160202.39+401301.3,240.509984,40.217041,2.12,180.5,1247.9,-11.4,-1311,-5659,0.6,721.2,1924.4,-22.0,-1146,-18380,0.44,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1,1,0,0,0,0,,,1,23.5,-26.73,-26.42,240.50999,40.217038,52516,1054,625,0.019715146429743365
160207.68+380743.0,240.532002,38.128636,1.59,,,,,,,4179.4,4369.7,-35.7,-840,-10845,0.8,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,26.7,,-26.17,240.532,38.128633,52761,1055,275,0.012194983570609342
160210.30+281744.3,240.542936,28.295647,3.16,4.5,4.5,-3.6,-7729,-9798,0.1,1599.2,1599.2,-19.3,-5839,-17555,0.31,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,0,0,,,0,8.9,-27.21,,240.54294,28.295647,52822,1392,530,0.012679392408646238
160232.31+334331.3,240.63464,33.725364,3.01,0.0,0.0,0.0,,,,749.1,749.1,-11.3,-4633,-10773,0.15,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,11.1,-27.14,,240.63464,33.725364,53142,1418,173,0.0
160255.84+342631.4,240.732686,34.442063,2.15,786.5,902.9,-13.7,-963,-18129,0.07,4669.8,5022.4,-38.4,-591,-21058,0.4,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1,1,0,0,0,0,,,0,10.6,-27.2,-26.95,240.73269,34.442063,53142,1418,502,0.011875658473095874
160300.08+022638.6,240.750361,2.444064,2.62,146.4,146.4,-4.4,-9520,-12209,0.15,6297.0,6297.0,-37.0,-7148,-20372,0.68,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,0,0,,,0,7.1,-27.3,-26.67,240.75037,2.4440609,52023,595,16,0.03424027748685105
160315.47+085053.5,240.814466,8.848218,1.73,,0.0,0.0,,,,2.2,2.2,-3.2,-10036,-12173,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,10.8,-27.24,-27.05,240.81447,8.8482181,53228,1728,521,0.014233183037386974
160329.72+502722.2,240.873867,50.456176,0.64,,,,,,,,,,,,,,,,,,,49.1,59.9,-6.5,-2836,-5320,0.0,0,0,0,0,,,,0,0,,,-27.27,240.87386,50.456183,52375,620,126,0.029873921055874258
160335.43+225612.9,240.897641,22.936934,2.08,328.9,545.4,-7.1,-2468,-5850,0.37,550.2,2652.3,-26.7,-646,-10513,0.64,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1,1,0,0,0,0,,,0,9.5,-27.12,-26.86,240.89764,22.936934,53524,1851,100,0.0033153636864793603
160348.85+222325.3,240.95355,22.390362,1.78,0.0,0.0,0.0,,,,0.0,273.8,-9.0,-2123,-4608,0.75,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,4.7,-27.39,-27.1,240.95355,22.390362,53534,1852,310,0.0
160349.38+292330.5,240.95577,29.391809,2.09,0.0,0.0,0.0,,,,18.0,18.0,-1.9,-19428,-21901,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,15.9,-26.81,-26.6,240.95577,29.391809,53496,1578,500,0.0
160349.93+032220.6,240.958068,3.372395,2.08,0.0,0.0,0.0,,,,641.1,641.1,-10.0,-6539,-9780,0.72,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,10.3,-26.95,-26.75,240.95808,3.3724005,53494,1837,85,0.04745336654215693
160354.15+300208.6,240.975631,30.035738,2.03,84.7,84.7,-5.9,-3151,-18865,0.1,0.0,480.0,-11.2,-1260,-4159,0.86,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1,1,0,0,0,0,,,0,21.4,-26.69,-26.54,240.97563,30.035738,53496,1578,534,0.0031165680378552377
160430.52+434026.0,241.127168,43.673895,1.86,0.0,0.0,0.0,,,,417.0,417.0,-6.1,-4225,-7537,0.08,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,6.2,-27.32,-27.13,241.12717,43.673894,52756,1170,408,0.0063308296346462735
160441.68+310141.3,241.173671,31.028141,2.38,0.0,0.0,0.0,,,,0.0,195.7,-5.7,-1412,-4380,0.28,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,12.6,-26.88,-26.65,241.17367,31.028141,52826,1405,179,0.003084891335880555
160459.67+471612.4,241.248646,47.270133,1.85,0.0,0.0,0.0,,,,9.5,1837.3,-14.1,51,-5056,0.49,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,5.3,-27.57,-27.43,241.24861,47.270111,52354,813,508,0.1183466681078641
160505.65+445724.4,241.273566,44.956797,3.58,382.0,382.0,-9.4,-3322,-6082,0.72,247.8,1762.4,-17.1,-1155,-5572,0.81,0.0,0.0,0.0,,,,,,,,,,1,1,0,0,0,0,,,0,2.3,-27.53,,241.27357,44.956797,52753,1169,75,0.010190012628836736
160527.04+395812.4,241.362697,39.970116,2.91,0.0,0.0,0.0,,,,0.0,14.0,-3.3,-2805,-4944,0.03,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,,0,,,0,7.4,-27.39,,241.3627,39.970116,52824,1335,211,0.008276899646152889
